11.1668,6.7568
3.6611,-4.0031
1.7345,7.7071
1.2686,-7.5178
-8.0022,4.6001
0.3924,-7.3557
11.3788,3.8732
-1.6329,-6.2974
11.0655,4.6861
8.7128,6.1573
3.9603,-1.1576
5.779,-6.4364
-0.1285,-6.4089
3.5524,-4.2902
-0.878,-4.8192
5.7479,-2.2145
4.4858,-6.9854
5.4056,-0.8695
-0.2726,-3.2933
0.4285,-5.0442
4.9721,-6.0227
3.6241,-5.5351
0.2873,-4.7122
-3.3855,-2.8595
0.9064,6.1557
-0.361,-3.7535
-0.4093,-3.1058
8.7806,2.2323
9.9902,2.9981
4.2696,-7.1076
6.2997,-1.0989
10.4325,6.2883
3.8462,-4.5684
4.102,0.1584
3.4629,-6.0234
5.4689,-5.3476
5.5562,-2.8476
9.5438,2.5471
3.1385,-5.07
1.4641,6.3295
-2.4132,-3.6569
-0.5071,-4.8854
-6.0165,4.2311
1.7978,8.5142
-5.7163,6.3356
4.6897,0.4636
9.4276,5.7712
-4.2413,6.7972
5.0776,-7.1078
-0.409,-5.8824
-6.0001,5.0379
-1.6623,-3.924
3.6679,1.0566
-5.7668,5.5632
8.7952,5.0006
0.9423,-6.3254
2.1066,6.5541
-0.7523,-5.0668
-0.6922,-2.6489
4.1512,0.4378
-0.399,-5.7112
4.0448,-6.0369
2.7208,6.926
4.217,-1.3523
9.5201,5.509
3.0599,-5.0287
8.7161,4.4455
3.3979,8.6375
0.0593,-5.6156
0.0675,-6.4967
0.6921,-7.4216
-0.9615,-1.7849
-5.9946,4.2905
2.2995,7.8451
2.804,-0.9164
1.7667,8.7847
6.332,-0.3655
-4.9384,6.5629
4.6798,-1.3123
0.318,-3.7895
-6.1308,7.2349
-1.5836,-7.1955
-0.7742,-6.5753
-0.6017,-3.0654
-1.4553,-4.1433
-4.3816,3.7981
3.1221,-6.1388
-1.8594,-4.1622
3.2137,-0.5026
1.6964,7.2138
-2.9372,-6.5153
-6.5409,3.633
9.7917,4.833
1.9582,6.1279
2.3775,6.6562
2.7405,7.4863
2.9308,6.8334
-0.9799,-6.2902
10.8868,4.9612
-4.5647,7.9796
-7.6646,4.1657
4.0852,-3.5546
-0.2312,-7.3207
-0.4316,-2.9321
4.1252,-1.7686
1.2874,-3.7586
8.4358,4.5407
-0.8764,-4.4718
2.7462,-4.8751
5.1674,-1.2618
-6.115,5.8666
-1.7559,-6.1737
1.534,5.934
-1.8743,-1.5894
5.2593,-1.9359
4.2446,-1.2702
5.1002,-1.5641
1.9211,6.386
3.9956,-4.316
8.5273,3.5895
-1.5979,-6.9682
10.5532,3.6443
1.3635,-5.1568
4.7423,-5.5108
5.2666,-2.2246
6.3165,-3.0881
3.7614,-2.1814
10.1899,3.8851
10.8384,6.4261
4.3714,-1.601
4.6042,-0.9427
0.5658,7.1395
4.6497,-5.15
3.247,-6.3378
0.2902,-6.5697
-6.3167,3.9975
3.3341,-0.8708
5.6923,-1.6567
3.6887,-4.8217
4.1947,-6.1761
-7.0941,3.6558
0.8638,8.4534
2.312,7.2503
0.1061,-4.541
5.2812,-4.1739
2.1853,7.6522
5.3797,0.4526
3.9096,-3.8144
-5.4022,4.145
3.4302,-6.6721
2.2536,7.9303
8.7998,5.4001
-5.5033,5.9265
-2.0786,-4.6246
3.9623,-2.4784
-1.2552,-5.8812
0.0791,-4.975
-3.6471,6.4257
1.6178,7.6184
-6.8345,6.3576
2.289,6.2056
4.3257,-5.4588
-2.1867,-4.2672
8.8385,5.051
4.4405,-1.4321
5.581,-0.3147
-2.2947,-5.1208
-0.088,-6.4442
5.6964,-1.7941
1.3208,7.338
-0.298,-4.4925
-1.0884,-5.4436
-6.0538,4.6295
4.9094,-2.6663
0.9288,-5.0102
-0.2737,-2.8245
3.8212,-5.5687
4.8043,-4.8552
2.4744,-4.8224
-6.2035,4.1321
-6.7072,7.0365
9.3682,5.3079
-1.6897,-6.109
1.2032,5.0344
1.002,7.317
9.5764,4.2429
4.5766,-5.3425
4.6409,-4.7519
3.7017,-4.0428
0.6474,8.1309
-0.7091,-6.8828
4.476,-3.2274
-1.7795,-6.0261
1.6581,8.196
-2.433,-3.2619
-6.5391,5.7819
2.2653,6.6174
0.712,4.3988
4.2583,-5.0113
-1.5552,-7.4544
0.2968,-5.2945
-1.158,-4.8668
-1.4125,-4.6105
-1.1821,-6.8391
4.2146,-6.1715
4.6419,0.3344
-2.3169,-3.8833
-0.6252,-5.0419
3.9327,-1.2442
-1.4984,-6.1275
5.9484,-1.825
3.241,7.357
-0.2979,-6.6831
3.439,-5.9662
0.5575,6.049
-5.2377,4.7265
0.5297,7.2758
4.0904,-1.0952
11.3563,3.4765
-2.3443,-2.2788
7.7196,2.6941
9.3337,4.3525
10.0876,4.5426
-5.7247,6.483
3.5251,-1.5564
5.4931,-4.7814
0.9454,-4.9715
8.8263,5.1306
4.872,-2.1029
0.0917,-5.3963
3.3478,-2.2227
9.7882,3.1563
3.9052,-6.9437
2.5886,6.8554
4.2343,-5.8683
-5.5387,5.1288
4.92,-1.21
1.0208,6.5385
-0.4656,-7.1732
-4.2258,3.906
-1.1689,-5.0081
4.5363,-2.32
1.2983,6.6237
-0.0511,8.1867
-0.3341,-3.4332
-6.5205,5.938
-2.6955,-4.6408
6.3846,-1.7118
6.0784,-2.2194
-4.1875,-5.9449
5.8207,-2.1988
11.5156,4.8759
10.143,5.3624
9.2746,5.1453
9.7099,2.8658
-5.7196,5.1042
-6.263,4.6156
0.0219,-4.1675
-5.541,5.8143
-6.313,6.59
11.5207,3.8335
-0.9537,-3.6869
9.7627,4.4873
8.9438,5.3167
-6.3216,6.1537
-0.666,-3.4486
5.6129,-0.6125
2.174,7.3126
3.2144,-6.9287
-5.4104,5.848
5.1263,-1.3308
-2.3187,-2.8156
1.6214,7.766
1.1995,-5.4851
-5.3792,4.1524
-0.0947,-2.5199
-0.7996,-3.3463
5.531,-1.4911
1.8875,-5.7691
3.6823,-5.1279
4.6767,-5.5046
4.1137,-1.2407
1.5178,-5.6127
-6.2142,6.9172
0.0977,-5.7436
